lineName,time,price,campony,upline,downline
北京快速直达专线133(跨省)公交车路线,运行时间：大厂民族宫 工作日6:00、16:20 周六日、节假日停驶|大郊亭桥东 工作日7:40、18:00 周六日、节假日停驶,参考票价：单一票价25元，刷卡购票优惠票价20元。各类免票证件无效。,北京公交集团第五客运分公司(服务热线:010-61502660),大厂民族宫-大厂文教局-大厂西大街-大厂新医院-大厂交通局-大厂北辰路西口-大厂中医医院-大厂三村-王必屯-大郊亭桥东,大郊亭桥东-王必屯-大厂三村-大厂中医医院-大厂北辰路西口-大厂交通局-大厂新医院-大厂西大街-大厂文教局-大厂民族宫
北京快速直达专线167(跨省)公交车路线,运行时间：早安北京小区 工作日6:30、6:50、7:10、18:30 周六日、节假日停驶|土桥村 工作日7:50、19:00、19:30、20:00 周六日、节假日停驶,参考票价：单一票价10元，刷卡购票优惠票价5元。各类免票证件无效。,北京公交集团第五客运分公司(服务热线:010-61502660),早安北京小区-凝香园-大厂创业大厦-八百户-雅清园-雅琴园-潮白家园二期-兴各庄-甘棠桥西-大豆各庄-梁各庄-土桥村,土桥村-梁各庄-大豆各庄-甘棠桥西-兴各庄-潮白家园二期-雅琴园-雅清园-八百户-大厂创业大厦-凝香园-早安北京小区
北京快速直达专线24支公交车路线,运行时间：黄辛庄 工作日7:20、7:40、8:40、9:00 周六日、节假日停驶|云岗 工作日17:40、18:00、19:00、19:20 周六日、节假日停驶,参考票价：单一票价5元，刷卡购票优惠票价3元。各类免票证件无效。,北京公交集团第三客运分公司(服务热线:010-67606970),黄辛庄-长阳路口-长阳环岛南-南宫迎宾路南站-南宫迎宾路-世界地热博览园-王佐镇政府-南宫-南宫北站-云岗,云岗-南宫北站-南宫-王佐镇政府-世界地热博览园-南宫迎宾路-南宫迎宾路南站-长阳环岛南-长阳路口-黄辛庄
北京快速公交4线(BRT4)公交车路线,运行时间：龙泉西公交场站5:00-22:30|阜成门5:30-23:00,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车普通卡5折、学生卡2.5折优惠。最高票价6元。,北京公交集团第四客运分公司(服务热线:010-68683295),龙泉西公交场站-中门寺街-门头沟教委小区-双峪-侯庄子-麻峪-石景山火车站-广宁村-金安桥-杨庄-杨庄东-龚村东口-砂石路口-阜玉路口-阜永路口西-西钓鱼台-白堆子口东-展览路-阜成门,阜成门-展览路-白堆子口西-西钓鱼台-阜永路口西-阜玉路口-砂石路口-龚村东口-杨庄东-杨庄-金安桥-广宁村-石景山火车站-麻峪-侯庄子-双峪-门头沟教委小区-中门寺街-龙泉西公交场站
北京兴71路公交车路线,运行时间：星光佳园 外环去程6:00-10:00、16:00-21:00|内环回程6:00-10:00、16:00-21:00,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车普通卡5折、学生卡2.5折优惠。,北京市兴顺达客运有限责任公司(服务热线:010-60213178),星光佳园-西红门医院-九龙家园东区-九龙家园-九龙山庄-欣旺北大街北口-兴都苑北门-宏盛家园-日苑东门-兴海公园-宏福路-地铁西红门站-瑞海二区南门-月桂家园南门-宏业路-欣荣南大街-星光佳园,星光佳园-欣荣南大街-宏业路-月桂家园南门-瑞海二区南门-地铁西红门站-宏福路-兴海公园-日苑东门-宏盛家园-兴都苑北门-欣旺北大街北口-九龙山庄-九龙家园-九龙家园东区-西红门医院-星光佳园
北京810快车(跨省)公交车路线,运行时间：富力新城7:00、8:00、16:30、17:30|大郊亭桥东8:30、9:30、18:00、19:00,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车市内路段普通卡5折、学生卡2.5折，市外路段8折优惠。最高票价11元。,北京公交集团第五客运分公司(服务热线:010-61502660),富力新城-香河北收费站-大郊亭桥东,大郊亭桥东-香河北收费站-富力新城
北京805快车(跨省)公交车路线,运行时间：廊坊5:10-18:30|庆丰公园7:10-20:30,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车市内路段普通卡5折、学生卡2.5折，市外路段8折优惠。最高票价13元。,北京公交集团第五客运分公司(服务热线:010-61502660),廊坊-廊坊会展中心-廊坊大学城南门-廊坊大学城东门-廊坊开发区高速路口-南营路口-小甸屯-三垡南口-柴厂屯东口-德仁务南口-松榆东里南门-潘家园桥北-双井桥南-大北窑南,庆丰公园-双井桥南-潘家园桥北-松榆东里南门-德仁务南口-柴厂屯东口-三垡南口-小甸屯-南营路口-廊坊开发区高速路口-廊坊大学城东门-廊坊大学城南门-廊坊会展中心-廊坊
北京898路(跨省)公交车路线,运行时间：涿鹿丁堡5:00-17:00|朱辛庄公交场站6:30-17:30,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车市内路段普通卡5折、学生卡2.5折，市外路段8折优惠。最高票价25元。,北京公交集团第八客运分公司(服务热线:010-69143266),涿鹿丁堡-地铁朱辛庄站,朱辛庄公交场站-涿鹿轩辕路
北京899路(跨省)公交车路线,运行时间：下花园5:00-17:00|朱辛庄公交场站5:30-17:30,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车市内路段普通卡5折、学生卡2.5折，市外路段8折优惠。最高票价24元。,北京公交集团第八客运分公司(服务热线:010-69143266),下花园-昌平西关环岛西(北郝庄)-地铁朱辛庄站,朱辛庄公交场站-昌平西关环岛西(北郝庄)-下花园
北京880快车(跨省)公交车路线,运行时间：沙城客运站5:00-18:00|地铁回龙观站6:20-18:00,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车市内路段普通卡5折、学生卡2.5折，市外路段8折优惠。最高票价20元。,北京公交集团第八客运分公司(服务热线:010-69143266),沙城客运站-地铁回龙观站,地铁回龙观站-沙城客运站
北京893路(跨省)公交车路线,运行时间：天洋城总站5:20-20:50|地铁潞城站6:30-22:00,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车市内路段普通卡5折、学生卡2.5折，市外路段8折优惠。最高票价4元。,北京公交集团第五客运分公司(服务热线:010-61502660),天洋城总站-燕京航城北-燕京新城-世纪名苑-意华小区-东方夏威夷小区西-星罗城-欧逸丽庭-通州白庙-通州白庙新村-召里-召里南-后北营-后北营南-前北营-东夏园路口东-地铁潞城站,地铁潞城站-东夏园路口北-前北营-后北营-召里南-召里-通州白庙新村-通州白庙-欧逸丽庭-星罗城-东方夏威夷小区西-意华小区-世纪名苑-燕京新城-燕京航城北-天洋城总站
北京894路(跨省)公交车路线,运行时间：夏威夷蓝湾小区5:30-9:10、17:20-20:00|地铁潞城站6:35-8:40、17:00-20:30,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车市内路段普通卡5折、学生卡2.5折，市外路段8折优惠。最高票价4元。,北京公交集团第五客运分公司(服务热线:010-61502660),夏威夷蓝湾小区-天洋城四代-东蔡各庄-燕郊三街-燕郊行宫花园-燕灵路口-兴达广场小区-召里-召里南-后北营-后北营南-前北营-东夏园路口东-地铁潞城站,地铁潞城站-东夏园路口北-前北营-后北营-召里南-召里-兴达广场小区-燕灵路口-燕郊行宫花园-燕郊三街-东蔡各庄-天洋城四代-夏威夷蓝湾小区
北京815快(跨省)公交车路线,运行时间：诸葛店4:50-21:00|八王坟东5:50-22:00,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车市内路段普通卡5折、学生卡2.5折，市外路段8折优惠。最高票价8元。,北京公交集团第五客运分公司(服务热线:010-61502660),诸葛店-美林小区北门-美林小区南门-星河皓月小区北门-星河皓月小区南门-燕京新城-世纪名苑-意华小区-东方夏威夷小区西-欧逸丽庭-郎家园,八王坟东-欧逸丽庭-东方夏威夷小区西-意华小区-世纪名苑-燕京新城-星河皓月小区南门-星河皓月小区北门-美林小区南门-美林小区北门-诸葛店
北京814路(跨省)公交车路线,运行时间：上上城五期5:00-20:50|大北窑南6:10-22:00,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车市内路段普通卡5折、学生卡2.5折，市外路段8折优惠。最高票价7元。,北京公交集团第五客运分公司(服务热线:010-61502660),上上城五期-上上城二期-上上城四期-燕郊开发区-燕郊行宫大市场-交通干部管理学院-潮白人家小区-大北窑南,大北窑南-潮白人家小区-交通干部管理学院-燕郊行宫大市场-燕郊开发区-上上城四期-上上城二期-上上城五期
北京812路(跨省)公交车路线,运行时间：燕郊冶金一局5:15-20:50|八王坟西6:15-21:50,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车市内路段普通卡5折、学生卡2.5折，市外路段8折优惠。最高票价8元。,北京公交集团第五客运分公司(服务热线:010-61502660),燕郊冶金一局-燕郊冶金医院-燕郊冶金西区-燕郊首钢生活区-燕郊半壁店-燕郊三街-燕郊行宫宾馆-北欧小镇-华北科技学院-防灾科技学院-交通干部管理学院-潮白人家小区-八王坟西,八王坟西-潮白人家小区-交通干部管理学院-防灾科技学院-华北科技学院-北欧小镇-燕郊行宫宾馆-燕郊三街-燕郊半壁店-燕郊首钢生活区-燕郊冶金西区-燕郊冶金医院-燕郊冶金一局
北京886区间公交车路线,运行时间：昌平东关5:30-21:00|德胜门西6:30-22:00,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车普通卡5折、学生卡2.5折优惠。最高票价8元。,北京公交集团第八客运分公司(服务热线:010-69143266),昌平东关-亢山广场-松园小区西门-中国政法大学北门(昌平)-昌平一中-昌平鼓楼东街-昌平鼓楼西街-昌平鼓楼西街西口-建明里小区-昌平西关环岛东(昌平三中路口)-马甸桥南-德胜门,德胜门西-北太平桥东-昌平西关环岛东(昌平三中路口)-建明里小区-昌平鼓楼西街西口-昌平鼓楼西街-昌平鼓楼东街-昌平一中-中国政法大学北门(昌平)-松园小区西门-亢山广场-昌平东关
北京852快车公交车路线,运行时间：平谷汽车站5:00-7:00、16:00-17:30|东直门枢纽站7:00-8:30、17:30-19:30,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车普通卡5折、学生卡2.5折优惠。最高票价15元。,北京公交集团第七客运分公司(服务热线:010-84486732),平谷汽车站-平谷世纪广场-三元桥-东直门枢纽站,东直门枢纽站-平谷世纪广场-平谷汽车站
北京875路公交车路线,运行时间：北京射击场东站6:00-10:00、15:30-19:30|绿谷雅园小区6:35-10:30、16:00-20:00,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车普通卡5折、学生卡2.5折优惠。最高票价2元。,北京公交集团第八客运分公司(服务热线:010-69143266),北京射击场东站-北京射击场-西下庄南-西黄村北站-西黄村西口-西黄村-廖公庄西-廖公庄-廖公庄东-碧桐园小区-绿谷雅园小区,绿谷雅园小区-碧桐园小区-廖公庄东-廖公庄东-廖公庄-廖公庄西-西黄村-西黄村西口-西黄村北站-西下庄南-西下庄东-北京射击场-北京射击场东站
北京872路公交车路线,运行时间：长陵5:30-19:00|德胜门7:00-20:10,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车普通卡5折、学生卡2.5折优惠。最高票价10元。,北京公交集团第八客运分公司(服务热线:010-69143266),长陵-定陵-定陵路口-昌平七孔桥-昌平胡庄-昌平王庄-南新村-大宫门-昌平涧头-明皇蜡像宫东门(昌平西关环岛北)-昌平西关环岛东(昌平三中路口)-昌平西环南路-昌平水屯-马甸桥南-德胜门,德胜门-马甸桥南-昌平水屯-昌平西环南路-昌平西关环岛东(昌平三中路口)-明皇蜡像宫东门(昌平西关环岛北)-昌平涧头-大宫门-南新村-昌平王庄-昌平胡庄-昌平七孔桥-定陵路口-定陵-长陵
北京869路公交车路线,运行时间：奶西村6:30-19:30|地铁善各庄站7:00-20:00,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车普通卡5折、学生卡2.5折优惠。最高票价2元。,北京公交集团第七客运分公司(服务热线:010-84486732),奶西村-奶子房北-奶子房-奶西村南-奶东村-善各庄北站-地铁善各庄站,地铁善各庄站-善各庄北站-奶东村-奶西村南-奶子房-奶子房北-奶西村
北京866路公交车路线,运行时间：怀柔汽车站5:30-20:00|地铁望京西站6:50-21:00,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车普通卡5折、学生卡2.5折优惠。最高票价10元。,北京公交集团第七客运分公司(服务热线:010-84486732),怀柔汽车站-怀柔府前东街-怀柔商业街东口-怀柔迎宾路南口-南华-庙城东-怀柔桥北-地铁望京西站,地铁望京西站-怀柔桥北-庙城东-南华-怀柔迎宾路南口-怀柔商业街东口-怀柔府前东街-怀柔汽车站
北京865路公交车路线,运行时间：小红门牌坊村5:30-21:20|四惠枢纽站6:00-22:00,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车普通卡5折、学生卡2.5折优惠。最高票价3元。,北京公交集团第五客运分公司(服务热线:010-61502660),小红门牌坊村-牌坊村东口-恋日绿岛南门-恋日绿岛-十八里店南桥-十八里店北桥-小武基桥南-小武基桥北-弘燕桥-工大桥-窑洼湖桥-大郊亭桥南-百子湾桥-四惠桥-四惠枢纽站,四惠枢纽站-四惠桥-百子湾桥-大郊亭桥南-窑洼湖桥-工大桥-弘燕桥-小武基桥北-小武基桥南-十八里店北桥-十八里店南桥-恋日绿岛-恋日绿岛南门-牌坊村东口-小红门牌坊村
北京864路公交车路线,运行时间：奶西村6:30-19:30|地铁北苑站7:00-20:00,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车普通卡5折、学生卡2.5折优惠。最高票价2元。,北京公交集团第七客运分公司(服务热线:010-84486732),奶西村-奶子房北-朝来森林公园三期-清河营南一街东口-清河营中街东口-水岸南街东站-水岸南街西站-悦溪小区-清河营中街-地铁北苑站,地铁北苑站-清河营中街-悦溪小区-水岸南街西站-水岸南街东站-水岸南街东口-清河营中街东口-朝来森林公园三期-奶子房北-奶西村
北京859路公交车路线,运行时间：兴隆县汽车客运站6:00-16:00|来广营路口北7:00-16:30,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车市内路段普通卡5折、学生卡2.5折，市外路段现金购票7元无优惠。最高票价26元。,北京公交集团第七客运分公司(服务热线:010-84486732),兴隆县汽车客运站-来广营路口西,来广营路口北-兴隆县汽车客运站
北京858路公交车路线,运行时间：滦平客运枢纽站6:30-16:00|来广营路口南7:00-16:30,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车市内路段普通卡5折、学生卡2.5折，市外路段现金购票13元无优惠。最高票价33元。,北京公交集团第七客运分公司(服务热线:010-84486732),滦平客运枢纽站-来广营路口西,来广营路口南-滦平客运枢纽站
北京834路公交车路线,运行时间：顺义半壁店5:00-21:00|翟里村5:35-21:35,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车普通卡5折、学生卡2.5折优惠。最高票价4元。,北京公交集团第七客运分公司(服务热线:010-84486732),顺义半壁店-李天桥-沿河路口-西大坨-北河道口-沿河-南河路口-南河-郭庄路口-永青村-顺义官庄路口-堡子-沮沟村-北庄头-顺义南庄头-港北村-西赵村-关辛庄-翟里村,翟里村-关辛庄-西赵村-港北村-顺义南庄头-北庄头-沮沟村-堡子-顺义官庄路口-永青村-郭庄路口-南河-南河路口-沿河-北河道口-西大坨-沿河路口-李天桥-顺义半壁店
北京919快车公交车路线,运行时间：京张路口北4:00-19:00(4:00-8:00、18:30-19:00经停营城子、西拨子)|德胜门5:45-21:00(5:45-6:00、17:00-21:00经停西拨子),参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车普通卡5折、学生卡2.5折优惠。最高票价16元。,北京公交集团第八客运分公司(服务热线:010-69143266),京张路口北-石河营-川北小区南门-延庆东关-延庆南菜园-司家营-东桑园-新宝庄-大浮坨-八达岭营城子-西拨子-马甸桥南-德胜门,德胜门-马甸桥南-西拨子-大浮坨-新宝庄-东桑园-司家营-延庆南菜园-延庆东关-川北小区南门-石河营-京张路口北
北京919班车公交车路线,运行时间：德胜门8:00|八达岭陵园11:00 ,参考票价：免费,北京公交集团第八客运分公司(服务热线:010-69143266),德胜门-八达岭陵园,八达岭陵园-德胜门
北京995路公交车路线,运行时间：采育公交场站5:20-9:30、15:00-20:00|十里河桥南6:30-10:30、16:00-21:30,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车普通卡5折、学生卡2.5折优惠。最高票价9元。,北京公交集团第五客运分公司(服务热线:010-61502660),采育公交场站-育林街西口-育新花园西里-育新花园中里-育星苑小区-波尔多小区-育政街-采和路-育英街-采伟路北口-南辛店-邵各庄-十里河桥南,十里河桥南-邵各庄-南辛店-采伟路北口-育英街-采和路-育政街-波尔多小区-育星苑小区-育新花园中里-育新花园西里-育林街西口-采育公交场站
北京979路公交车路线,运行时间：梧桐苑公交场站5:30-21:30|玉泉路口南6:00-22:00,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车普通卡5折、学生卡2.5折优惠。最高票价3元。,北京公交集团第八客运分公司(服务热线:010-69143266),梧桐苑公交场站-梧桐苑南门-卧龙岗-芳园西街南口-莲芳桥东-莲芳东桥北-地铁八宝山站-玉泉路口南,玉泉路口南-玉泉路口西-地铁八宝山站-莲芳东桥北-莲芳桥东-芳园西街南口-卧龙岗-梧桐苑南门-梧桐苑公交场站
北京964路公交车路线,运行时间：晓幼营6:00-19:20|云岗北区6:30-20:00,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车普通卡5折、学生卡2.5折优惠。最高票价2元。,北京公交集团第三客运分公司(服务热线:010-67606970),晓幼营-西石府-南四位路口北-常乐寺-西山湖小区-北洛平村-天路通-魏各庄-西王佐-王佐学校-东王佐-南宫北站-云岗-云岗北区,云岗北区-云岗-南宫北站-东王佐-王佐学校-西王佐-魏各庄-天路通-北洛平村-西山湖小区-常乐寺-南四位路口北-西石府-晓幼营
北京大兴机场张家口线(暂停运营)公交车路线,运行时间：张家口汽车南站8:00、12:00|大兴机场15:00、18:00,参考票价：单一票价150元。,北京空港兴航达客运有限公司,张家口汽车南站-大兴机场,大兴机场-张家口汽车南站
北京大兴机场天津线(暂停运营)公交车路线,运行时间：天津通莎客运站15:00|大兴机场12:00,参考票价：单一票价75元。,北京空港兴航达客运有限公司,天津通莎客运站-天津西站汽车站-大兴机场,大兴机场-天津西站汽车站-天津通莎客运站
北京大兴机场沧州线(暂停运营)公交车路线,运行时间：沧州汽车客运西站6:00、10:00、14:00大兴机场11:00、15:00、18:00,参考票价：单一票价85元。,北京空港兴航达客运有限公司,沧州汽车客运西站-大兴机场,大兴机场-沧州汽车客运西站
北京大兴机场至固安客运班线公交车路线,运行时间：固安南站6:00-17:00|大兴机场8:00-21:00,参考票价：10公里以内票价2元，每增加5公里以内加价1元。持卡乘车市内路段普通卡5折、学生卡2.5折，市外路段8折优惠。最高票价8元。,北京空港兴航达客运有限公司,固安南站-中心敬老院-兴旺东街口-天顺家园-工兴路口-浩庭花园-美丽园-新源街口-惠文街东口-固安长途汽车站-刘园市场-英国宫-固安京客隆市场-固安东庄子村南-孔雀大道东口-固安工业园区-大兴机场,大兴机场-固安工业园区-孔雀大道东口-固安东庄子村南-固安京客隆市场-英国宫-刘园市场-固安长途汽车站-惠文街东口-新源街口-美丽园-浩庭花园-工兴路口-天顺家园-兴旺东街口-中心敬老院-固安南站
北京大兴机场唐山线(暂停运营)公交车路线,运行时间：唐山汽车客运西站8:00、14:00|大兴机场14:00、22:00,参考票价：单一票价120元。,北京空港兴航达客运有限公司,唐山汽车客运西站-大兴机场,大兴机场-唐山汽车客运西站
北京大兴机场亦庄线(暂停运营)公交车路线,运行时间：朝林松源酒店6:15、13:30|大兴机场11:30、18:30,参考票价：单一票价40元。,北京空港兴航达客运有限公司,朝林松源酒店-亦庄桥-大兴机场,大兴机场-亦庄桥-朝林松源酒店
北京大兴机场北京西站线公交车路线,运行时间：北京西站南广场东侧匝道6:00-20:00|大兴机场9:00-23:00,参考票价：单一票价40元。,北京空港兴航达客运有限公司,北京西站南广场东侧匝道-达官营-大兴机场,大兴机场-珠市口东大街-广安门内-广安门外-北京西站南广场
北京大兴机场北京南站线公交车路线,运行时间：北京南站8:00、14:00|大兴机场11:00、17:00,参考票价：单一票价40元。,北京空港兴航达客运有限公司,北京南站-大兴机场,大兴机场-右安门西-北京南站
北京地铁14号线西段(M14)路线,运行时间：张郭庄5:30-22:10|西局→张郭庄5:45-22:10；西局→大瓦窑末车22:30,参考票价：6公里以内3元，7-12公里4元，13-22公里5元，23-32公里6元，32公里以上每增加20公里以内加价1元。持卡乘车累计优惠。,北京京港地铁有限公司(服务热线:010-63988622),张郭庄-园博园-大瓦窑-郭庄子-大井-七里庄-西局,西局-七里庄-大井-郭庄子-大瓦窑-园博园-张郭庄
北京大兴机场北京站线公交车路线,运行时间：北京站东街通信大厦4:00-20:15|大兴机场7:45-23:00,参考票价：单一票价40元。,北京空港兴航达客运有限公司,北京站东街通信大厦-蒲黄榆-刘家窑桥-大兴机场,大兴机场-刘家窑-蒲黄榆-天坛-磁器口-崇文门-北京站
北京地铁14号线东段(M14)路线,运行时间：北京南站5:30-22:40|善各庄5:00-22:30,参考票价：6公里以内3元，7-12公里4元，13-22公里5元，23-32公里6元，32公里以上每增加20公里以内加价1元。持卡乘车累计优惠。,北京京港地铁有限公司(服务热线:010-63988622),北京南站-永定门外-景泰-蒲黄榆-方庄-十里河-北工大西门-平乐园-九龙山-大望路-金台路-朝阳公园-枣营-东风北桥-将台-望京南-阜通-望京-东湖渠-来广营-善各庄,善各庄-来广营-东湖渠-望京-阜通-望京南-将台-东风北桥-枣营-朝阳公园-金台路-大望路-九龙山-平乐园-北工大西门-十里河-方庄-蒲黄榆-景泰-永定门外-北京南站
北京地铁8号线北段(M8)路线,运行时间：朱辛庄→中国美术馆5:10-22:05；回龙观东大街→中国美术馆首班4:40|中国美术馆→朱辛庄5:27-23:05；平西府→朱辛庄首班4:55,参考票价：6公里以内3元，7-12公里4元，13-22公里5元，23-32公里6元，32公里以上每增加20公里以内加价1元。持卡乘车累计优惠。,北京市地铁运营有限公司运营三分公司(服务热线:010-96165),朱辛庄-育知路-平西府-回龙观东大街-霍营-育新-西小口-永泰庄-林萃桥-森林公园南门-奥林匹克公园-奥体中心-北土城-安华桥-安德里北街-鼓楼大街-什刹海-南锣鼓巷-中国美术馆,中国美术馆-南锣鼓巷-什刹海-鼓楼大街-安德里北街-安华桥-北土城-奥体中心-奥林匹克公园-森林公园南门-林萃桥-永泰庄-西小口-育新-霍营-回龙观东大街-平西府-育知路-朱辛庄
北京大兴机场中关村线公交车路线,运行时间：中关村4:00-20:00|大兴机场8:00-23:00,参考票价：单一票价40元。,北京空港兴航达客运有限公司,中关村-四通桥-航天桥-公主坟桥-六里桥-夏家胡同-大兴机场,大兴机场-夏家胡同-六里桥-公主坟桥-航天桥-四通桥-中关村
北京地铁8号线南段(M8)路线,运行时间：珠市口→瀛海5:50-23:35|瀛海→珠市口5:15-23:00,参考票价：6公里以内3元，7-12公里4元，13-22公里5元，23-32公里6元，32公里以上每增加20公里以内加价1元。持卡乘车累计优惠。,北京市地铁运营有限公司运营三分公司(服务热线:010-96165),珠市口-天桥-永定门外-木樨园-海户屯-大红门-大红门南-和义-东高地-火箭万源-五福堂-德茂-瀛海,瀛海-德茂-五福堂-火箭万源-东高地-和义-大红门南-大红门-海户屯-木樨园-永定门外-天桥-珠市口
北京大兴机场房山线公交车路线,运行时间：交通局西配楼5:00-20:00|大兴机场7:30-23:00,参考票价：单一票价40元。,北京空港兴航达客运有限公司,交通局西配楼-良乡北关-良乡大角-四季酒店-瑞雪春堂东门右侧-大兴机场,大兴机场-瑞雪春堂-东羊庄-伟业嘉园-良乡大角-良乡北关-交通局
北京大兴机场通州线公交车路线,运行时间：通州太阳花酒店5:15-20:15|大兴机场7:45-23:00,参考票价：单一票价40元。,北京空港兴航达客运有限公司,通州太阳花酒店-大兴机场,大兴机场-通州太阳花酒店
北京大兴机场廊坊线公交车路线,运行时间：廊坊客运总站7:00-19:00|大兴机场8:30-20:30,参考票价：单一票价35元。,北京空港兴航达客运有限公司,廊坊客运总站-大兴机场,大兴机场-廊坊客运总站
北京大兴机场固安线公交车路线,运行时间：固安城市航站楼5:20-21:00|大兴机场7:20-22:00,参考票价：单一票价20元。,北京空港兴航达客运有限公司,固安城市航站楼-大兴机场,大兴机场-固安城市航站楼
北京大兴机场保定线公交车路线,运行时间：保定城市航站楼8:00、10:00|大兴机场12:00、15:00,参考票价：单一票价70元。,北京空港兴航达客运有限公司,保定城市航站楼-大兴机场,大兴机场-保定城市航站楼
北京地铁昌平线、M27路线,运行时间：昌平西山口→西二旗5:45-22:50；朱辛庄→西二旗首班5:37；昌平西山口→朱辛庄末班23:35|西二旗→昌平西山口5:50-23:35；朱辛庄→昌平西山口首班5:40,参考票价：6公里以内3元，7-12公里4元，13-22公里5元，23-32公里6元，32公里以上每增加20公里以内加价1元。持卡乘车累计优惠。,北京市地铁运营有限公司运营四分公司(服务热线:010-96165),昌平西山口-十三陵景区-昌平-昌平东关-北邵洼-南邵-沙河高教园-沙河-巩华城-朱辛庄-生命科学园-西二旗,西二旗-生命科学园-朱辛庄-巩华城-沙河-沙河高教园-南邵-北邵洼-昌平东关-昌平-十三陵景区-昌平西山口
北京地铁房山线、M25路线,运行时间：东管头南5:47-23:14|阎村东5:03-22:19,参考票价：6公里以内3元，7-12公里4元，13-22公里5元，23-32公里6元，32公里以上每增加20公里以内加价1元。持卡乘车累计优惠。,北京市地铁运营有限公司运营二分公司(服务热线:010-96165),东管头南-首经贸-花乡东桥-白盆窑-郭公庄-大葆台-稻田-长阳-篱笆房-广阳城-良乡大学城北-良乡大学城-良乡大学城西-良乡南关-苏庄-阎村东,阎村东-苏庄-良乡南关-良乡大学城西-良乡大学城-良乡大学城北-广阳城-篱笆房-长阳-稻田-大葆台-郭公庄-白盆窑-花乡东桥-首经贸-东管头南
北京地铁燕房线、M25路线,运行时间：阎村东5:05-22:30|燕山5:30-22:55,参考票价：6公里以内3元，7-12公里4元，13-22公里5元，23-32公里6元，32公里以上每增加20公里以内加价1元。持卡乘车累计优惠。,北京市轨道交通运营管理有限公司,阎村东-紫草坞-阎村-星城-大石河东-马各庄-饶乐府-房山城关-燕山,燕山-房山城关-饶乐府-马各庄-大石河东-星城-阎村-紫草坞-阎村东
北京地铁八通线、M1路线,运行时间：四惠→花庄6:00-23:40；土桥→花庄首班5:00|花庄5:16-22:56,参考票价：6公里以内3元，7-12公里4元，13-22公里5元，23-32公里6元，32公里以上每增加20公里以内加价1元。持卡乘车累计优惠。,北京市地铁运营有限公司运营二分公司(服务热线:010-96165),四惠-四惠东-高碑店-传媒大学-双桥-管庄-八里桥-通州北苑-果园-九棵树-梨园-临河里-土桥-花庄,花庄-土桥-临河里-梨园-九棵树-果园-通州北苑-八里桥-管庄-双桥-传媒大学-高碑店-四惠东-四惠
北京地铁亦庄线、L2路线,运行时间：宋家庄6:00-23:20|亦庄火车站5:20-22:40,参考票价：6公里以内3元，7-12公里4元，13-22公里5元，23-32公里6元，32公里以上每增加20公里以内加价1元。持卡乘车累计优惠。,北京市地铁运营有限公司运营一分公司(服务热线:010-96165),宋家庄-肖村-小红门-旧宫-亦庄桥-亦庄文化园-万源街-荣京东街-荣昌东街-同济南路-经海路-次渠南-次渠-亦庄火车站,亦庄火车站-次渠-次渠南-经海路-同济南路-荣昌东街-荣京东街-万源街-亦庄文化园-亦庄桥-旧宫-小红门-肖村-宋家庄
北京地铁16号线(M16)路线,运行时间：北安河5:15-22:30|甘家口5:40-22:45,参考票价：6公里以内3元，7-12公里4元，13-22公里5元，23-32公里6元，32公里以上每增加20公里以内加价1元。持卡乘车累计优惠。,北京京港地铁有限公司(服务热线:010-63988622),北安河-温阳路-稻香湖路-屯佃-永丰-永丰南-西北旺-马连洼-农大南路-西苑-万泉河桥-苏州桥-万寿寺-国家图书馆-甘家口,甘家口-国家图书馆-万寿寺-苏州桥-万泉河桥-西苑-农大南路-马连洼-西北旺-永丰南-永丰-屯佃-稻香湖路-温阳路-北安河
